datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),surface_pressure (Pa),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
9/14/22 3:00,"(42.886717, -78.878392)",16.05,0.85,3.7,98669.82,0.02,0
9/14/22 4:00,"(42.886717, -78.878392)",16.01,0.85,3.67,98698.32,0,0
9/14/22 5:00,"(42.886717, -78.878392)",15.56,0.86,3.6,98710.1,0,0
9/14/22 6:00,"(42.886717, -78.878392)",15.28,0.87,3.42,98734.19,0,0
9/14/22 7:00,"(42.886717, -78.878392)",15.01,0.86,3.29,98756.02,0,0
9/14/22 8:00,"(42.886717, -78.878392)",14.86,0.85,3.48,98773.04,0,0
9/14/22 9:00,"(42.886717, -78.878392)",15.09,0.84,3.71,98792.77,0,0
9/14/22 10:00,"(42.886717, -78.878392)",15.12,0.88,3.47,98844.18,0,0
9/14/22 11:00,"(42.886717, -78.878392)",15.23,0.89,3.49,98921.2,0.01,0
9/14/22 12:00,"(42.886717, -78.878392)",16.3,0.9,3.59,98996.71,0.01,0
