productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
CPE12000SG,TLR001024549,1/11/23 15:00,286469,WLTGG-122,1.00E+12,192.168.203.19,1613518,,-8.1,-86,-91.6,-88.1,-91.1,19.8,18.7,21,18.2,-9.1,-9.4,-9,-9.2,-57,,,,,
CPE12000SG,TLR001052983,1/11/23 15:00,286470,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052354,1/11/23 15:00,286471,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001048674,1/11/23 15:00,286472,WLTGG-122,1.00E+12,192.168.203.11,1613518,,-4.1,-90.9,-93,-96.1,-94.9,23.4,22.1,17.8,21.3,-9,-9.3,-9.4,-9.5,-62,,,,,
CPE12000SG,TLR001052281,1/11/23 15:00,286473,WLTGG-122,1.00E+12,192.168.203.25,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001062295,1/11/23 15:00,286474,WLTGG-122,1.00E+12,192.168.203.26,4219289,,8.2,-101.5,-102.7,-96.4,-98.7,18.3,15.6,21.3,21.3,-9.5,-9.4,-8.6,-9.2,-68,,,,,
CPE12000SG,TLR001024707,1/11/23 15:00,286475,WLTGG-122,1.00E+12,192.168.203.17,1375015,,7.9,-102.4,-99.4,-100.2,-102.5,17.3,19.2,17.8,16.8,-9.3,-9.3,-9.4,-9.3,-70,,,,,
CPE12300,21140003126,1/11/23 15:00,286476,CPE12300HG,1.00E+12,192.168.203.44,192935,,3.9,-92.5,-98.3,-102,-96.7,23.1,18.9,15.9,21.1,-9.2,-9.1,-9.7,-9.4,-64,-63.5,-69.5,-72.5,-67.6,
CPE12000SG,TLR001021226,1/11/23 15:00,286477,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/11/23 15:00,286478,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052312,1/11/23 15:00,286479,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052770,1/11/23 15:00,286480,WLTGG-122,1.00E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052420,1/11/23 15:00,286481,WLTGG-122,1.00E+12,192.168.203.23,1564980,,-2.1,-90,-88.5,-88.9,-93,29.9,28.3,25.9,25.9,-8.6,-9.2,-9.2,-8.8,-60,,,,,
CPE12000SG,TLR001052427,1/11/23 15:00,286482,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/11/23 15:00,286483,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052293,1/11/23 15:00,286484,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140000512,1/11/23 15:00,286485,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023730,1/11/23 15:00,286486,WLTGG-122,1.00E+12,192.168.203.21,1375013,,-999999,-98.4,-98.5,-99.7,-106.9,18.1,17.5,18.7,13,-9.4,-9.2,-9.1,-9.8,-69,,,,,
CPE12000SG,TLR001052985,1/11/23 15:00,286487,WLTGG-122,1.00E+12,192.168.203.38,431193,,6.6,-100.3,-99.4,-102,-99.8,16.5,14.9,14.9,18.1,-9,-9.4,-9.7,-9.6,-70,,,,,
CPE12000SG,TLR001062014,1/11/23 15:00,286488,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052550,1/11/23 15:00,286489,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001061822,1/11/23 15:00,286455,WLTGG-122,1.00E+12,192.168.203.36,421861,2,-8.1,-81.2,-78.9,-81.4,-82.9,18,21.9,18.8,18.5,-9.4,-9.5,-9.8,-9.4,-50,,,,,605
CPE12000SG,TLR001052247,1/11/23 15:00,286456,WLTGG-122,1.00E+12,192.168.203.28,17633,2,2.9,-92.3,-90.7,-92.5,-95.7,17.9,18.6,16.9,15.8,-9.3,-9.6,-9.7,-9.6,-61,,,,,195
CPE12000SG,TLR001061848,1/11/23 15:00,286457,WLTGG-122,1.00E+12,192.168.203.37,1378605,2,-9.1,-82.2,-79.4,-76.4,-78.5,15.4,16.9,19.5,17.6,-9.4,-9.6,-9.6,-9.2,-47,,,,,605
CPE12000SG,TLR001023697,1/11/23 15:00,286458,WLTGG-122,1.00E+12,192.168.203.10,2128350,2,8.4,-102.2,-102,-96.2,-97.9,3.7,5.9,8.6,12.2,-10.8,-10.6,-9.7,-9.4,-67,,,,,605
CPE9000,GMK180819003927,1/11/23 15:00,286459,WLTMS-110,1.00E+12,192.168.203.47,12010607,2,7,-99,-101,,,7,6,,,-10,,,,,,,,,605
CPE12000SG,TLR001052820,1/11/23 15:00,286460,WLTGG-122,1.00E+12,192.168.203.46,1296062,2,-4.1,-89.6,-89.9,-90.4,-91.5,16.3,16.3,14.6,14.3,-9.7,-9.6,-9.9,-9.8,-60,,,,,371
CPE12000SG,TLR001021183,1/11/23 15:00,286461,WLTGG-122,1.00E+12,192.168.203.16,1670790,2,-999999,-103.4,-107.8,-109.3,-101.9,2.8,0.3,-3.5,4.4,-10.4,-11.1,-12.8,-9.9,-72,,,,,605
CPE12300,21140007371,1/11/23 15:00,286462,CPE12300XG,1.00E+12,192.168.203.33,193511,,6.6,-93.2,-95.8,0,0,18.3,13,0,0,-9.6,-9,0,0,-64,-62,-63.6,0,0,
CPE12000SG,TLR001023930,1/11/23 15:00,286453,WLTGG-122,1.00E+12,192.168.203.18,1374981,2,-5.1,-88.7,-85.8,-85.3,-86.6,13.1,16.4,15.7,15.4,-9.4,-9.9,-9.8,-9.1,-56,,,,,488
CPE12000SG,TLR001024748,1/11/23 15:00,286454,WLTGG-122,1.00E+12,192.168.203.12,3729237,2,11.5,-108.4,-106.1,-101.5,-104.2,-0.8,2.7,4.4,4.3,-13,-11.4,-11,-11.2,-71,,,,,605
CPE12000SG,TLR001052687,1/11/23 15:00,286463,WLTGG-122,1.00E+12,192.168.203.34,1374982,,-0.1,-91.8,-95.9,-89.2,-88.9,21.4,14.6,22.5,25.5,-9.5,-9.3,-8.8,-9.3,-60,,,,,
CPE12000SG,TLR001052332,1/11/23 15:00,286464,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052912,1/11/23 15:00,286465,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052687,1/11/23 16:00,286500,WLTGG-122,1.00E+12,192.168.203.34,1378582,,-1.1,-91.6,-95.7,-89.3,-88.7,21.6,14.9,22.6,26.2,-9.5,-9.2,-8.7,-9.3,-59,,,,,
CPE12000SG,TLR001052420,1/11/23 16:00,286518,WLTGG-122,1.00E+12,192.168.203.23,1568580,,1.9,-89.9,-88.2,-89.2,-92.9,27.7,25.8,24.4,24.6,-8.4,-9,-9.1,-8.8,-59,,,,,
CPE12000SG,TLR001052427,1/11/23 16:00,286519,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/11/23 16:00,286520,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052293,1/11/23 16:00,286521,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140000512,1/11/23 16:00,286522,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023730,1/11/23 16:00,286523,WLTGG-122,1.00E+12,192.168.203.21,1378613,,-999999,-98.9,-98.7,-99.5,-106.1,18.3,18,19.4,14.9,-9.4,-9.1,-8.9,-9.5,-70,,,,,
CPE12000SG,TLR001052985,1/11/23 16:00,286524,WLTGG-122,1.00E+12,192.168.203.38,434793,,4.6,-99.9,-99,-100.4,-99.7,17.2,15.6,16.6,19.2,-9,-9.4,-9.4,-9.5,-70,,,,,
CPE12000SG,TLR001062014,1/11/23 16:00,286525,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052550,1/11/23 16:00,286526,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052312,1/11/23 16:00,286516,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/11/23 16:00,286515,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001021226,1/11/23 16:00,286514,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140003126,1/11/23 16:00,286513,CPE12300HG,1.00E+12,192.168.203.44,196535,,6.9,-92.4,-98,-102,-96.7,23.1,19.2,16,21.1,-9.2,-9,-9.5,-9.4,-64,-63.5,-69.2,-72.7,-67.6,
CPE12000SG,TLR001024707,1/11/23 16:00,286512,WLTGG-122,1.00E+12,192.168.203.17,1378615,,-999999,-102.3,-100.3,-101,-104.6,16.9,18.2,15.8,14.3,-9.5,-9.3,-9.3,-9.4,-71,,,,,
CPE12000SG,TLR001062295,1/11/23 16:00,286511,WLTGG-122,1.00E+12,192.168.203.26,4222889,,8.6,-102,-102.8,-96.6,-98.9,17.7,14.6,20.6,20.2,-9.5,-9.3,-8.7,-9,-68,,,,,
CPE12000SG,TLR001052281,1/11/23 16:00,286510,WLTGG-122,1.00E+12,192.168.203.25,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001048674,1/11/23 16:00,286509,WLTGG-122,1.00E+12,192.168.203.11,1617118,,-4.1,-90.9,-93,-96.3,-94.7,23.3,22.2,18.1,21.5,-11.6,-11,-11.4,-12.1,-60,,,,,
CPE12000SG,TLR001052354,1/11/23 16:00,286508,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052332,1/11/23 16:00,286501,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052912,1/11/23 16:00,286502,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052382,1/11/23 16:00,286503,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024016,1/11/23 16:00,286504,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001025025,1/11/23 16:00,286505,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/11/23 16:00,286506,WLTGG-122,1.00E+12,192.168.203.19,1617118,,-7.1,-86,-91.6,-88,-91.2,20.3,19.1,21.4,18.2,-9.1,-9.4,-9,-9.2,-57,,,,,
CPE12000SG,TLR001052983,1/11/23 16:00,286507,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052770,1/11/23 16:00,286517,WLTGG-122,1.00E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140007371,1/11/23 16:00,286499,CPE12300XG,1.00E+12,192.168.203.33,197111,,6.6,-93.3,-95.9,0,0,17.8,13,0,0,-9.7,-9.1,0,0,-62,-63.9,-63.8,0,0,
CPE12000SG,TLR001023930,1/11/23 16:00,286490,WLTGG-122,1.00E+12,192.168.203.18,1378581,2,-6.1,-88.7,-85.9,-85.4,-86.7,13.1,16.5,15.7,15.2,-9.4,-9.9,-9.8,-9.1,-56,,,,,488
CPE12000SG,TLR001024748,1/11/23 16:00,286491,WLTGG-122,1.00E+12,192.168.203.12,3732837,2,8.4,-108.1,-106,-101.8,-104.7,0.2,3.6,3.1,4.2,-12.6,-10.9,-11.4,-11.2,-72,,,,,605
CPE12000SG,TLR001061822,1/11/23 16:00,286492,WLTGG-122,1.00E+12,192.168.203.36,425461,2,-7.1,-81.6,-79.4,-81.5,-82.9,18.3,21.9,18.9,18.4,-9.4,-9.6,-9.7,-9.4,-49,,,,,605
CPE12000SG,TLR001052247,1/11/23 16:00,286493,WLTGG-122,1.00E+12,192.168.203.28,21233,2,0.9,-92,-90.4,-92.9,-96,18.9,19.3,17.5,16.5,-9.3,-9.6,-9.6,-9.6,-61,,,,,195
CPE12000SG,TLR001061848,1/11/23 16:00,286494,WLTGG-122,1.00E+12,192.168.203.37,1382205,2,-10.1,-82.3,-79.4,-76.8,-78.9,15.6,17.2,19.4,17.8,-9.3,-9.7,-9.6,-9.1,-48,,,,,605
CPE12000SG,TLR001023697,1/11/23 16:00,286495,WLTGG-122,1.00E+12,192.168.203.10,2131950,2,8.4,-102.2,-101.8,-96.2,-97.7,4.9,7.1,9.1,11.7,-10.6,-10.3,-9.8,-9.3,-67,,,,,605
CPE9000,GMK180819003927,1/11/23 16:00,286496,WLTMS-110,1.00E+12,192.168.203.47,12014207,2,6,-98,-101,,,7,7,,,-10,,,,,,,,,605
CPE12000SG,TLR001052820,1/11/23 16:00,286497,WLTGG-122,1.00E+12,192.168.203.46,1299663,2,-3.1,-89.5,-90.4,-91,-92,16.2,16.2,14,13.9,-9.6,-9.6,-10,-9.7,-60,,,,,371
CPE12000SG,TLR001021183,1/11/23 16:00,286498,WLTGG-122,1.00E+12,192.168.203.16,1674390,2,6.4,-103,-108.3,-109.1,-101.5,4.6,0.5,-2.4,5.7,-10,-11.3,-12,-9.8,-72,,,,,605
CPE12300,21140007371,1/11/23 17:00,286536,CPE12300XG,1.00E+12,192.168.203.33,200711,,6.6,-93,-95.8,0,0,18.8,13.4,0,0,-9.7,-9,0,0,-64,-63.6,-67.1,0,0,
CPE12000SG,TLR001021183,1/11/23 17:00,286535,WLTGG-122,1.00E+12,192.168.203.16,1677991,2,-999999,-102.9,-107.9,-110.3,-101.4,4.4,-0.1,-3.8,6.4,-10,-11.1,-12.3,-9.7,-72,,,,,605
CPE12000SG,TLR001052820,1/11/23 17:00,286534,WLTGG-122,1.00E+12,192.168.203.46,1303263,2,-5.1,-89.5,-90.3,-91.2,-92,16,16,13.8,13.8,-9.5,-9.3,-9.6,-9.6,-60,,,,,371
CPE9000,GMK180819003927,1/11/23 17:00,286533,WLTMS-110,1.00E+12,192.168.203.47,12017807,2,5,-98,-103,,,7,5,,,-10,,,,,,,,,605
CPE12000SG,TLR001023697,1/11/23 17:00,286532,WLTGG-122,1.00E+12,192.168.203.10,2135550,2,9.4,-102.2,-101.7,-96.2,-97.9,3.6,6.6,8.8,12.9,-10.9,-10.3,-9.4,-9.2,-67,,,,,605
CPE12000SG,TLR001061848,1/11/23 17:00,286531,WLTGG-122,1.00E+12,192.168.203.37,1385805,2,-999999,-82.6,-80.3,-77.2,-78.8,15,16.4,18.8,17.4,-9.3,-9.4,-9.3,-9.4,-48,,,,,605
CPE12000SG,TLR001052247,1/11/23 17:00,286530,WLTGG-122,1.00E+12,192.168.203.28,24833,2,-0.1,-91.8,-90.6,-93.2,-95.9,18.7,18.9,17.2,16.3,-9.2,-9.3,-9.6,-9.5,-62,,,,,195
CPE12000SG,TLR001061822,1/11/23 17:00,286529,WLTGG-122,1.00E+12,192.168.203.36,429061,2,-8.1,-80.8,-79.3,-81.7,-82.3,18.4,21.4,18.8,18.5,-9.3,-9.3,-9.5,-9.2,-50,,,,,605
CPE12000SG,TLR001024748,1/11/23 17:00,286528,WLTGG-122,1.00E+12,192.168.203.12,3736437,2,11.5,-108.3,-105.5,-101.7,-104.4,0.3,4,5.8,3.6,-13,-10.9,-10.7,-11.5,-72,,,,,605
CPE12000SG,TLR001023930,1/11/23 17:00,286527,WLTGG-122,1.00E+12,192.168.203.18,1382181,2,-999999,-88.9,-86.3,-85.7,-86.9,13.7,16.3,15.4,15.4,-9.5,-9.7,-9.6,-9.1,-57,,,,,488
CPE12000SG,TLR001052687,1/11/23 17:00,286537,WLTGG-122,1.00E+12,192.168.203.34,1382182,,-999999,-91.5,-95.6,-89.1,-88.7,20.9,14.3,22.1,25.6,-9.5,-9.5,-8.9,-9.6,-59,,,,,
CPE12000SG,TLR001052332,1/11/23 17:00,286538,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052912,1/11/23 17:00,286539,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052382,1/11/23 17:00,286540,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024016,1/11/23 17:00,286541,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001025025,1/11/23 17:00,286542,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/11/23 17:00,286543,WLTGG-122,1.00E+12,192.168.203.19,1620718,,-7.1,-85.8,-91.2,-88.1,-91.2,19.8,17.7,20.2,17.3,-9.1,-9.2,-9.1,-9.2,-57,,,,,
CPE12000SG,TLR001052983,1/11/23 17:00,286544,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052354,1/11/23 17:00,286545,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001048674,1/11/23 17:00,286546,WLTGG-122,1.00E+12,192.168.203.11,1620718,,-2.1,-90.9,-92.9,-96.1,-95.1,20.3,19,15.8,18.6,-9.1,-9.3,-9.5,-9.6,-62,,,,,
CPE12000SG,TLR001052281,1/11/23 17:00,286547,WLTGG-122,1.00E+12,192.168.203.25,363,,-9.1,-80.8,-82.4,-83.6,-83.2,23.8,20.1,19.9,23,-8.7,-9.5,-9.2,-8.6,-49,,,,,
CPE12000SG,TLR001062295,1/11/23 17:00,286548,WLTGG-122,1.00E+12,192.168.203.26,4226489,,9.8,-102,-102.6,-96.5,-99.2,16.3,14.5,19.8,19.6,-9.5,-9.5,-8.7,-9.1,-68,,,,,
CPE12000SG,TLR001024707,1/11/23 17:00,286549,WLTGG-122,1.00E+12,192.168.203.17,1382215,,-999999,-101.6,-100.5,-100.7,-103,15.9,16.5,10.9,9.5,-9.4,-9.3,-9.6,-9.7,-71,,,,,
CPE12300,21140003126,1/11/23 17:00,286550,CPE12300HG,1.00E+12,192.168.203.44,200135,,4.9,-92.3,-97.4,-102,-96.7,18.9,17.8,10.2,19,-9.2,-9.1,-10.1,-9.6,-63,-62.6,-66.6,-70.6,-66.6,
CPE12000SG,TLR001021226,1/11/23 17:00,286551,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/11/23 17:00,286552,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052312,1/11/23 17:00,286553,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052770,1/11/23 17:00,286554,WLTGG-122,1.00E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052420,1/11/23 17:00,286555,WLTGG-122,1.00E+12,192.168.203.23,1572180,,-1.1,-89.8,-88.2,-89.1,-93.1,29.5,27.8,25.8,25,-8.7,-9.2,-9.3,-8.9,-59,,,,,
CPE12000SG,TLR001052427,1/11/23 17:00,286556,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/11/23 17:00,286557,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052293,1/11/23 17:00,286558,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140000512,1/11/23 17:00,286559,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023730,1/11/23 17:00,286560,WLTGG-122,1.00E+12,192.168.203.21,1382213,,-999999,-98.5,-99,-99.3,-106.3,16.6,14.8,15.7,11,-9.5,-9.3,-9.1,-9.7,-69,,,,,
CPE12000SG,TLR001052985,1/11/23 17:00,286561,WLTGG-122,1.00E+12,192.168.203.38,438393,,7.4,-99.6,-99.2,-101.6,-99.1,16.5,14.8,13.7,17.6,-12.8,-14.7,-14.1,-13.3,-70,,,,,
CPE12000SG,TLR001062014,1/11/23 17:00,286562,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052550,1/11/23 17:00,286563,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001021183,1/11/23 18:00,286572,WLTGG-122,1.00E+12,192.168.203.16,1681590,2,7.4,-102.6,-108,-109.1,-101.9,7.5,-1.3,-2.2,6.4,-9.5,-11.8,-11.4,-9.6,-71,,,,,605
CPE12000SG,TLR001062014,1/11/23 18:00,286599,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052550,1/11/23 18:00,286600,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052354,1/11/23 18:00,286582,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140000512,1/11/23 18:00,286596,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052293,1/11/23 18:00,286595,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/11/23 18:00,286594,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052983,1/11/23 18:00,286581,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/11/23 18:00,286580,WLTGG-122,1.00E+12,192.168.203.19,1624318,,-7.1,-85.9,-91.6,-88.1,-90.9,20,18.6,20.9,18,-9.2,-9.5,-9.1,-9.2,-57,,,,,
CPE12000SG,TLR001025025,1/11/23 18:00,286579,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024016,1/11/23 18:00,286578,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052427,1/11/23 18:00,286593,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052382,1/11/23 18:00,286577,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052912,1/11/23 18:00,286576,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052332,1/11/23 18:00,286575,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052820,1/11/23 18:00,286571,WLTGG-122,1.00E+12,192.168.203.46,1306863,2,-4.1,-89.6,-90.6,-90.4,-91.3,16.1,15.5,14.5,14.2,-9.6,-9.3,-9.5,-9.7,-60,,,,,371
CPE9000,GMK180819003927,1/11/23 18:00,286570,WLTMS-110,1.00E+12,192.168.203.47,12021407,2,6,-99,-102,,,8,7,,,-10,,,,,,,,,605
CPE12000SG,TLR001023697,1/11/23 18:00,286569,WLTGG-122,1.00E+12,192.168.203.10,2139150,2,7.4,-102.4,-99.8,-96.3,-97.1,2.5,7.7,8.4,11.1,-11,-10,-9.6,-9.3,-67,,,,,605
CPE12000SG,TLR001052985,1/11/23 18:00,286598,WLTGG-122,1.00E+12,192.168.203.38,441993,,6.4,-99.6,-100,-101.9,-99.8,16.5,14.9,15.9,18.8,-8.9,-9.4,-9.7,-9.6,-67,,,,,
CPE12000SG,TLR001023730,1/11/23 18:00,286597,WLTGG-122,1.00E+12,192.168.203.21,1385813,,-999999,-98.4,-98.5,-99.4,-106.3,18.5,18.1,19.5,14.7,-9.5,-9.1,-9,-9.4,-65,,,,,
CPE12000SG,TLR001023930,1/11/23 18:00,286564,WLTGG-122,1.00E+12,192.168.203.18,1385781,2,-999999,-88,-86.1,-85.7,-86.3,14.1,16.9,15.7,16.2,-9.4,-9.6,-9.6,-9.2,-57,,,,,488
CPE12000SG,TLR001052420,1/11/23 18:00,286592,WLTGG-122,1.00E+12,192.168.203.23,1575780,,-2.1,-89.9,-88,-89.3,-92.8,30.6,27.9,25.6,26.1,-8.5,-9,-9,-8.9,-59,,,,,
CPE12000SG,TLR001052770,1/11/23 18:00,286591,WLTGG-122,1.00E+12,192.168.203.43,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052312,1/11/23 18:00,286590,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/11/23 18:00,286589,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001021226,1/11/23 18:00,286588,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140003126,1/11/23 18:00,286587,CPE12300HG,1.00E+12,192.168.203.44,203735,,2.9,-92.2,-97.8,-101.8,-96.9,23.3,19,16.2,20.8,-9.1,-9.1,-9.6,-9.4,-63,-63.4,-69,-70.4,-66.8,
CPE12000SG,TLR001024707,1/11/23 18:00,286586,WLTGG-122,1.00E+12,192.168.203.17,1385815,,-999999,-102.1,-100.9,-101.5,-104.2,17.6,18.2,16.8,15.5,-9.4,-9.4,-9.4,-9.4,-72,,,,,
CPE12000SG,TLR001062295,1/11/23 18:00,286585,WLTGG-122,1.00E+12,192.168.203.26,4230089,,-999999,-102.5,-103.1,-97,-100,18,15,20.7,19.4,-9.4,-9.3,-8.6,-9,-68,,,,,
CPE12000SG,TLR001052281,1/11/23 18:00,286584,WLTGG-122,1.00E+12,192.168.203.25,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001048674,1/11/23 18:00,286583,WLTGG-122,1.00E+12,192.168.203.11,1624318,,-3.1,-90.7,-92.7,-96.6,-95,23.8,22.7,17.8,21.7,-9.1,-9.1,-9.5,-9.5,-61,,,,,
CPE12000SG,TLR001061848,1/11/23 18:00,286568,WLTGG-122,1.00E+12,192.168.203.37,1389405,2,-10.1,-81.4,-79.4,-76.5,-77.8,15.8,16.7,19.2,17.8,-9.3,-9.5,-9.4,-9.4,-47,,,,,605
CPE12000SG,TLR001052247,1/11/23 18:00,286567,WLTGG-122,1.00E+12,192.168.203.28,28433,2,-999999,-91.9,-90.8,-93,-95.6,18.8,19.1,17.1,16.4,-9.4,-9.5,-9.7,-9.7,-62,,,,,195
CPE12000SG,TLR001061822,1/11/23 18:00,286566,WLTGG-122,1.00E+12,192.168.203.36,432661,2,-9.1,-81,-79.3,-81.9,-82.5,17.9,21.2,18.2,18.6,-9.3,-9.3,-9.6,-9.4,-50,,,,,605
