Unnamed: 0,productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
107654,CPE12000SG,TLR001024874,6/26/22 1:00,107654,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
107626,CPE12000SG,TLR001052247,6/26/22 1:00,107626,WLTGG-122,1.001E+12,192.168.203.28,4606363,2,7.7,-94.1,-91.5,-93.2,-94.2,18.9,20.2,19.1,18.9,-9.5,-9.6,-10,-9.7,-63,,,,,78
107655,CPE12000SG,TLR001023657,6/26/22 1:00,107655,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
107656,CPE12000SG,TLR001052312,6/26/22 1:00,107656,WLTGG-122,1.001E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
107627,CPE12000SG,TLR001052420,6/26/22 1:00,107627,WLTGG-122,1.001E+12,192.168.203.23,193605,1,7.9,-103.1,-103.3,-100.7,-101.6,22.6,22.6,24.7,23.8,-8.9,-8.8,-8.7,-8.9,-72,,,,,605
107628,CPE12000SG,TLR001052820,6/26/22 1:00,107628,WLTGG-122,1.001E+12,192.168.203.46,4577689,2,6.7,-100.2,-96.6,-92.7,-94.3,8.3,13.2,16.5,13.6,-11.5,-10.4,-9.8,-10.1,-64,,,,,371
107629,CPE12000SG,TLR001062295,6/26/22 1:00,107629,WLTGG-122,1.001E+12,192.168.203.26,4577689,3,-999999,-105.6,-100.1,-97.9,-101.2,15,18.5,22.9,18.2,-8.9,-8.8,-9.1,-9.4,-67,,,,,605
107657,CPE12000SG,TLR001052745,6/26/22 1:00,107657,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
107658,CPE12300,21140000512,6/26/22 1:00,107658,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
107659,CPE12000SG,TLR001023730,6/26/22 1:00,107659,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
107630,CPE12000SG,TLR001052332,6/26/22 1:00,107630,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
107631,CPE12000SG,TLR001052983,6/26/22 1:00,107631,WLTGG-122,1.001E+12,192.168.203.27,712673,1,-999999,-87.6,-91.8,-90.5,-88.3,15.4,13.7,15.6,15.5,-9.8,-9.5,-9,-9.7,-56,,,,,195
107632,CPE12000SG,TLR001062014,6/26/22 1:00,107632,WLTGG-122,1.001E+12,192.168.203.39,126026,2,-999999,-98.5,-100.1,-90.5,-92.2,16.4,14,22,22.3,-9.4,-10.1,-9.5,-9.2,-61,,,,,605
107633,CPE12300,21140003126,6/26/22 1:00,107633,CPE12300HG,1.001E+12,192.168.203.44,4600247,1,8.7,-102.9,-103.4,-99.7,-102.3,24,20.2,23.9,23.1,-9.1,-9.2,-11.4,-10.9,-72,-70.5,-73.4,-71.1,-72.1,371
107634,CPE9000,GMK180819003927,6/26/22 1:00,107634,WLTMS-110,1.001E+12,192.168.203.31,4577678,2,11,-113,-110,,,9,13,,,-9,,,,,,,,,781
107635,CPE12000SG,TLR001061848,6/26/22 1:00,107635,WLTGG-122,1.001E+12,192.168.203.37,3995500,2,-1.3,-83.4,-81.4,-78,-79.1,17.1,19.4,22.5,19.3,-14.6,-14.7,-9.4,-9.3,-48,,,,,605
107636,CPE12000SG,TLR001025025,6/26/22 1:00,107636,WLTGG-122,1.001E+12,192.168.203.14,214701,1,6.4,-98.4,-96.3,-96,-97.3,21.2,25,21.4,20.9,-9.2,-9.1,-8.8,-8.9,-67,,,,,371
107637,CPE12000SG,TLR001052354,6/26/22 1:00,107637,WLTGG-122,1.001E+12,192.168.203.22,4577688,3,-999999,-99,-100.4,-96.7,-95.1,21.5,17.3,13.3,21,-9.3,-9.2,-8.8,-9.1,-67,,,,,488
107638,CPE12000SG,TLR001024549,6/26/22 1:00,107638,WLTGG-122,1.001E+12,192.168.203.19,4606363,1,-999999,-90.2,-93.1,-88.9,-91,18.1,17.9,20.1,19.6,-9.1,-9.2,-9.3,-9,-60,,,,,195
107639,CPE12000SG,TLR001052427,6/26/22 1:00,107639,WLTGG-122,1.001E+12,192.168.203.42,2181368,2,-999999,-105.5,-105.4,-106.6,-111.2,20.3,19.1,16.1,14.8,-8.9,-9.4,-9.9,-9.7,-76,,,,,488
107640,CPE12000SG,TLR001052912,6/26/22 1:00,107640,WLTGG-122,1.001E+12,192.168.203.29,4577690,3,-999999,-110.4,-103.1,-100.6,-111,12.5,16.6,14,9.6,-9.3,-9,-8.9,-9.2,-72,,,,,488
107641,CPE12000SG,TLR001052687,6/26/22 1:00,107641,WLTGG-122,1.001E+12,192.168.203.34,4600841,1,9.9,-94,-96.3,-93.9,-93.7,23,19.4,19.8,24.3,-9.4,-8.8,-8.8,-9.5,-63,,,,,371
107642,CPE12000SG,TLR001024016,6/26/22 1:00,107642,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
107649,CPE12000SG,TLR001061822,6/26/22 1:00,107649,WLTGG-122,1.001E+12,192.168.203.36,,2,,,,,,,,,,,,,,,,,,,605
107650,CPE12000SG,TLR001023697,6/26/22 1:00,107650,WLTGG-122,1.001E+12,192.168.203.10,4577688,2,6.4,-98.4,-97.6,-99.9,-105.8,21.6,22.7,17.1,14.2,-9.3,-9.1,-9.4,-9.5,-68,,,,,605
107694,CPE12000SG,TLR001023657,6/26/22 2:00,107694,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
107671,CPE12300,21140003126,6/26/22 2:00,107671,CPE12300HG,1.001E+12,192.168.203.44,4603846,1,7.9,-102.5,-105.2,-102.1,-104,22.5,19.5,22.4,21,-9,-9.2,-13.3,-14,-70,-69.2,-71.5,-72.6,-74.6,371
107672,CPE9000,GMK180819003927,6/26/22 2:00,107672,WLTMS-110,1.001E+12,192.168.203.31,4581279,2,23,-115,-113,,,8,11,,,-10,,,,,,,,,781
107693,CPE12000SG,TLR001024874,6/26/22 2:00,107693,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
107673,CPE12000SG,TLR001061848,6/26/22 2:00,107673,WLTGG-122,1.001E+12,192.168.203.37,3999101,2,-999999,-84.2,-81.5,-77.9,-79,17.2,20.1,23.1,19.8,-9.3,-9.5,-9.4,-9.1,-49,,,,,605
107696,CPE12300,21140000512,6/26/22 2:00,107696,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
107697,CPE12000SG,TLR001023730,6/26/22 2:00,107697,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
107674,CPE12000SG,TLR001025025,6/26/22 2:00,107674,WLTGG-122,1.001E+12,192.168.203.14,218302,1,3.9,-97.7,-96.4,-95.2,-99.4,21.7,24.9,22.1,19.6,-9.4,-9.3,-9.1,-9.4,-62,,,,,371
107675,CPE12000SG,TLR001052912,6/26/22 2:00,107675,WLTGG-122,1.001E+12,192.168.203.29,4581289,3,8.4,-107.4,-101.8,-98.6,-112.7,13.6,15,14.4,8.2,-8.8,-8.8,-9,-9.2,-70,,,,,488
107676,CPE12000SG,TLR001024549,6/26/22 2:00,107676,WLTGG-122,1.001E+12,192.168.203.19,4609963,1,-999999,-90.1,-92.7,-89,-91.7,18.7,18.7,20.5,19.3,-9.1,-9.1,-9.2,-9,-59,,,,,195
107677,CPE12000SG,TLR001052427,6/26/22 2:00,107677,WLTGG-122,1.001E+12,192.168.203.42,2184970,2,8.8,-105.4,-104.9,-106.7,-111.1,20.6,20.2,16,15.2,-8.9,-9.3,-9.8,-9.5,-76,,,,,488
107678,CPE12000SG,TLR001052312,6/26/22 2:00,107678,WLTGG-122,1.001E+12,192.168.203.24,,2,,,,,,,,,,,,,,,,,,,605
107679,CPE12000SG,TLR001052247,6/26/22 2:00,107679,WLTGG-122,1.001E+12,192.168.203.28,4609964,2,10.6,-94.2,-91.5,-93.2,-94.4,19.2,20.6,19.6,18.9,-9.3,-9.3,-9.7,-9.6,-62,,,,,78
107680,CPE12000SG,TLR001052687,6/26/22 2:00,107680,WLTGG-122,1.001E+12,192.168.203.34,4604441,1,-999999,-94,-96.4,-93.7,-93.9,23.3,20,20.2,24.1,-11.5,-9.7,-9.9,-11.6,-65,,,,,371
107660,CPE12000SG,TLR001052293,6/26/22 2:00,107660,WLTGG-122,1.001E+12,192.168.203.40,893158,2,-999999,-82.6,-81.3,-81.4,-83.9,21.1,23,24.3,22.3,-9.1,-9.4,-9.4,-9,-52,,,,,488
107681,CPE12000SG,TLR001024016,6/26/22 2:00,107681,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
107682,CPE12000SG,TLR001021183,6/26/22 2:00,107682,WLTGG-122,1.001E+12,192.168.203.16,4581293,2,23,-108.3,-107.5,-101.2,-103.1,13.6,15.1,20.8,19.9,-10,-9.5,-9.3,-9.2,-73,,,,,605
107683,CPE12000SG,TLR001024707,6/26/22 2:00,107683,WLTGG-122,1.001E+12,192.168.203.17,4604445,1,-999999,-104.7,-103.7,-103.8,-107.5,20.6,21.9,20,18.1,-9.2,-9.2,-9.3,-9.3,-74,,,,,195
107684,CPE12000SG,TLR001052985,6/26/22 2:00,107684,WLTGG-122,1.001E+12,192.168.203.38,1821106,1,7.9,-103.9,-105.8,-100.8,-105.1,19.4,16.7,20.2,17.4,-12.4,-12.6,-12.6,-11.4,-72,,,,,371
107661,CPE12000SG,TLR001052354,6/26/22 2:00,107661,WLTGG-122,1.001E+12,192.168.203.22,4581288,3,11.7,-99.7,-99.1,-97.4,-96.1,19.4,17.8,18.2,22.6,-9.4,-9.2,-8.9,-9.1,-67,,,,,371
107662,CPE12000SG,TLR001062295,6/26/22 2:00,107662,WLTGG-122,1.001E+12,192.168.203.26,4581289,3,9.5,-103.6,-98.3,-97.7,-105.9,11.8,14.4,18.9,8.2,-8.6,-8.6,-8.9,-9,-70,,,,,488
107685,CPE12000SG,TLR001023930,6/26/22 2:00,107685,WLTGG-122,1.001E+12,192.168.203.18,4604440,2,6.2,-96.9,-94.6,-94.8,-97.1,19.7,20.6,19.7,19.3,-9.8,-9.7,-9.9,-9.5,-65,,,,,488
107686,CPE12300,21140007371,6/26/22 2:00,107686,CPE12300XG,1.001E+12,192.168.203.33,4604444,1,9.6,-112,-111.5,0,0,12.9,8.6,0,0,-9.9,-10.2,0,0,-79,-82.2,-81.5,0,0,488
107663,CPE12000SG,TLR001052770,6/26/22 2:00,107663,WLTGG-122,1.001E+12,192.168.203.43,4370447,2,-999999,-107.2,-100.3,-99.8,-100.1,11.9,16.1,15.2,17.5,-9.7,-9.3,-9.8,-9.5,-70,,,,,605
107664,CPE12000SG,TLR001052550,6/26/22 2:00,107664,WLTGG-122,1.001E+12,192.168.203.35,4581288,2,-999999,-109.7,-110.3,-105.5,-110.6,14.5,12.6,16,11.4,-9.6,-10.2,-9.6,-10.1,-77,,,,,488
107665,CPE12000SG,TLR001052420,6/26/22 2:00,107665,WLTGG-122,1.001E+12,192.168.203.23,197205,1,7.4,-103.3,-103.1,-101,-101.8,22.7,23.2,24.6,24.5,-10.2,-10.2,-10.2,-9.9,-68,,,,,605
107666,CPE12000SG,TLR001052820,6/26/22 2:00,107666,WLTGG-122,1.001E+12,192.168.203.46,4581289,2,7.4,-97.2,-93.6,-90.5,-92.2,11.8,16.2,19.1,16.5,-10.4,-10.1,-9.7,-9.7,-61,,,,,371
107667,CPE12000SG,TLR001048674,6/26/22 2:00,107667,WLTGG-122,1.001E+12,192.168.203.11,4609962,1,-999999,-105,-105.3,-105.8,-110.4,12.5,11.4,12,8.7,-9.8,-9.8,-9.1,-10.4,-71,,,,,78
107687,CPE12000SG,TLR001052281,6/26/22 2:00,107687,WLTGG-122,1.001E+12,192.168.203.25,2456903,1,-8.1,-83.1,-80,-83.1,-85.6,25.9,24.7,21.8,23.1,-9,-9.4,-9.4,-8.9,-46,,,,,371
107688,CPE12000SG,TLR001061822,6/26/22 2:00,107688,WLTGG-122,1.001E+12,192.168.203.36,3999110,2,5.1,-81.4,-80.5,-81.9,-84.3,19.9,22.6,22.4,19.5,-9.2,-9.5,-9.4,-9.3,-51,,,,,605
107689,CPE12000SG,TLR001023697,6/26/22 2:00,107689,WLTGG-122,1.001E+12,192.168.203.10,4581288,2,8.4,-98.8,-98.2,-99.3,-105.7,21.7,21.9,17.3,15,-9.3,-9.2,-9.3,-9.4,-69,,,,,605
107692,CPE12000SG,TLR001052382,6/26/22 2:00,107692,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
107690,CPE12000SG,TLR001024748,6/26/22 2:00,107690,WLTGG-122,1.001E+12,192.168.203.12,224177,2,11.4,-109.3,-109.2,-110.4,-111.9,16.1,17.2,14.7,13.3,-9.6,-9.5,-9.6,-9.8,-81,,,,,605
107691,CPE12000SG,TLR001021226,6/26/22 2:00,107691,WLTGG-122,1.001E+12,192.168.203.13,,2,,,,,,,,,,,,,,,,,,,605
107668,CPE12000SG,TLR001052332,6/26/22 2:00,107668,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
107669,CPE12000SG,TLR001052983,6/26/22 2:00,107669,WLTGG-122,1.001E+12,192.168.203.27,716273,1,-999999,-87.8,-91.3,-90.9,-88.5,15.6,14.6,16,16.1,-9.8,-9.5,-9.1,-9.7,-58,,,,,195
107670,CPE12000SG,TLR001062014,6/26/22 2:00,107670,WLTGG-122,1.001E+12,192.168.203.39,129626,2,9.9,-97.7,-99,-89.7,-91.8,17.4,15.7,22.2,22.8,-9.3,-9.9,-9.5,-9.2,-61,,,,,605
107695,CPE12000SG,TLR001052745,6/26/22 2:00,107695,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
107728,CPE12000SG,TLR001024748,6/26/22 3:00,107728,WLTGG-122,1.001E+12,192.168.203.12,227778,2,4.9,-109.6,-113.7,-107.9,-110.9,17.1,12.9,16.5,15,-9.7,-9.7,-9.3,-9.3,-78,,,,,605
107731,CPE12000SG,TLR001024874,6/26/22 3:00,107731,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
107732,CPE12000SG,TLR001023657,6/26/22 3:00,107732,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
107733,CPE12000SG,TLR001052745,6/26/22 3:00,107733,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
107734,CPE12300,21140000512,6/26/22 3:00,107734,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
107735,CPE12000SG,TLR001023730,6/26/22 3:00,107735,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
107701,CPE12000SG,TLR001052770,6/26/22 3:00,107701,WLTGG-122,1.001E+12,192.168.203.43,4374047,2,-999999,-103,-98.6,-96.6,-100.9,16.2,18.3,18.1,15.9,-9.4,-9.4,-9.5,-9.4,-66,,,,,605
107700,CPE12000SG,TLR001062295,6/26/22 3:00,107700,WLTGG-122,1.001E+12,192.168.203.26,4584889,3,8.7,-102.8,-96.9,-99.3,-101,9.8,12.2,12.8,14.6,-9.2,-9,-9,-9.2,-69,,,,,488
107730,CPE12000SG,TLR001052382,6/26/22 3:00,107730,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
107729,CPE12000SG,TLR001021226,6/26/22 3:00,107729,WLTGG-122,1.001E+12,192.168.203.13,,2,,,,,,,,,,,,,,,,,,,605
107727,CPE12000SG,TLR001023697,6/26/22 3:00,107727,WLTGG-122,1.001E+12,192.168.203.10,4584888,2,9.4,-101.3,-98.7,-100.1,-107.1,19.5,21.3,19.3,15.4,-9.3,-9.2,-9.2,-9.2,-70,,,,,605
107699,CPE12000SG,TLR001052354,6/26/22 3:00,107699,WLTGG-122,1.001E+12,192.168.203.22,4584888,3,7.5,-99,-99.8,-97.4,-95.9,20.4,16.7,18.6,22.9,-9.4,-9.2,-8.9,-9.1,-67,,,,,371
107726,CPE12000SG,TLR001061822,6/26/22 3:00,107726,WLTGG-122,1.001E+12,192.168.203.36,4002707,2,-999999,-81.9,-81,-81.9,-84.5,19.6,22,21.8,18.6,-9.4,-9.4,-9.5,-9.4,-51,,,,,605
107725,CPE12000SG,TLR001052281,6/26/22 3:00,107725,WLTGG-122,1.001E+12,192.168.203.25,2460503,1,-8.1,-83.3,-80.4,-83.2,-85,25,24.2,21.8,23.6,-9.2,-9.4,-9.4,-9,-49,,,,,371
107698,CPE12000SG,TLR001052293,6/26/22 3:00,107698,WLTGG-122,1.001E+12,192.168.203.40,896758,2,-999999,-82.7,-81.2,-82.1,-84.1,21.1,23.2,23.7,21.9,-9.1,-9.2,-9.2,-9.1,-52,,,,,488
107724,CPE12300,21140007371,6/26/22 3:00,107724,CPE12300XG,1.001E+12,192.168.203.33,4608044,1,7.9,-113.3,-110.9,0,0,12.1,9.2,0,0,-12.3,-10.1,0,0,-82,-81,-80.1,0,0,488
107723,CPE12000SG,TLR001023930,6/26/22 3:00,107723,WLTGG-122,1.001E+12,192.168.203.18,4608040,2,7.2,-97,-94.1,-93.6,-96.5,18.5,19.2,21.9,20.8,-9.8,-9.9,-9.6,-9.4,-64,,,,,488
107722,CPE12000SG,TLR001052985,6/26/22 3:00,107722,WLTGG-122,1.001E+12,192.168.203.38,1824706,1,7.5,-106,-105.9,-99.8,-102,17,15.3,21,20.3,-9.2,-9.5,-9.1,-9.4,-68,,,,,371
107721,CPE12000SG,TLR001024707,6/26/22 3:00,107721,WLTGG-122,1.001E+12,192.168.203.17,4608045,1,-999999,-106.2,-103,-103.9,-107.6,19.2,21.4,19.2,15,-13.3,-14.1,-13.8,-13,-69,,,,,195
107720,CPE12000SG,TLR001021183,6/26/22 3:00,107720,WLTGG-122,1.001E+12,192.168.203.16,4584891,2,18.1,-104.6,-105.3,-102.6,-105.3,19,18,20.7,17.5,-9.5,-9.4,-9.2,-9.5,-71,,,,,605
107719,CPE12000SG,TLR001024016,6/26/22 3:00,107719,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
107718,CPE12000SG,TLR001052687,6/26/22 3:00,107718,WLTGG-122,1.001E+12,192.168.203.34,4608041,1,0.9,-93.8,-96.3,-93.6,-94.6,23.5,20.6,19.7,22.2,-11.5,-10.1,-10,-11.8,-62,,,,,371
107702,CPE12000SG,TLR001052550,6/26/22 3:00,107702,WLTGG-122,1.001E+12,192.168.203.35,4584888,2,-999999,-106.7,-105.7,-100.8,-106.9,17.6,17.6,20.5,14.1,-9.6,-9.9,-9.4,-9.8,-74,,,,,488
107703,CPE12000SG,TLR001052420,6/26/22 3:00,107703,WLTGG-122,1.001E+12,192.168.203.23,200805,1,8.9,-104.7,-103.8,-99.7,-102.5,21.4,22.1,25.3,24.3,-9.1,-9,-8.9,-9.1,-70,,,,,605
107717,CPE12000SG,TLR001052247,6/26/22 3:00,107717,WLTGG-122,1.001E+12,192.168.203.28,4613564,2,10.4,-94.3,-91.6,-93.2,-94.6,18.9,20.4,19.6,18.7,-9.3,-9.4,-9.7,-9.5,-59,,,,,78
107716,CPE12000SG,TLR001052312,6/26/22 3:00,107716,WLTGG-122,1.001E+12,192.168.203.24,1252882,2,13.2,-118.8,-111.6,-111.6,-116.9,9.5,15.2,14,9.3,-10.1,-9.5,-9.5,-9.9,-84,,,,,605
107715,CPE12000SG,TLR001052427,6/26/22 3:00,107715,WLTGG-122,1.001E+12,192.168.203.42,2188569,2,-999999,-107.7,-106.1,-105.7,-110,18,19,18.1,16.1,-12.9,-10.3,-10.6,-12.4,-76,,,,,605
107714,CPE12000SG,TLR001024549,6/26/22 3:00,107714,WLTGG-122,1.001E+12,192.168.203.19,4613563,1,-999999,-90,-93.1,-89.2,-91.9,18,17.8,19.8,18.9,-14.1,-13.5,-13.2,-13.9,-56,,,,,195
107713,CPE12000SG,TLR001052912,6/26/22 3:00,107713,WLTGG-122,1.001E+12,192.168.203.29,4584889,3,9.8,-106.2,-98.9,-98.7,-112.6,17.8,20.4,18.7,9.4,-9,-8.6,-8.8,-9.5,-70,,,,,488
107712,CPE12000SG,TLR001025025,6/26/22 3:00,107712,WLTGG-122,1.001E+12,192.168.203.14,221903,1,8.7,-97,-98.3,-93,-96.7,22.4,21.9,23.4,21.7,-9.3,-9.1,-8.9,-9.1,-61,,,,,371
107711,CPE12000SG,TLR001061848,6/26/22 3:00,107711,WLTGG-122,1.001E+12,192.168.203.37,4002701,2,-999999,-84.4,-81.5,-77.7,-79.3,17.3,19.9,22.9,19.2,-9.3,-9.5,-9.3,-9.3,-49,,,,,605
107710,CPE9000,GMK180819003927,6/26/22 3:00,107710,WLTMS-110,1.001E+12,192.168.203.31,4584882,2,14,-113,-112,,,9,12,,,-10,,,,,,,,,781
107709,CPE12300,21140003126,6/26/22 3:00,107709,CPE12300HG,1.001E+12,192.168.203.44,4607447,1,6.6,-99.7,-100.5,-99.1,-100.9,24.1,23.8,23.3,23.4,-14.1,-13.3,-13.2,-14.3,-66,-65.5,-66.7,-65.9,-67.5,371
107708,CPE12000SG,TLR001062014,6/26/22 3:00,107708,WLTGG-122,1.001E+12,192.168.203.39,133226,2,-999999,-98.8,-99.1,-90.4,-93.1,15.8,14.3,22,21.4,-9.6,-10.1,-9.7,-9.2,-58,,,,,605
107707,CPE12000SG,TLR001052983,6/26/22 3:00,107707,WLTGG-122,1.001E+12,192.168.203.27,719873,1,-999999,-87.6,-91.2,-89.9,-87.8,16.6,15.6,16.8,16.6,-10.8,-11.9,-11.6,-10.4,-58,,,,,195
107704,CPE12000SG,TLR001052820,6/26/22 3:00,107704,WLTGG-122,1.001E+12,192.168.203.46,4584889,2,6.5,-98.7,-93.4,-91.7,-92.8,10.1,16.8,17.6,15.6,-11,-10.2,-9.9,-9.9,-62,,,,,371
107705,CPE12000SG,TLR001048674,6/26/22 3:00,107705,WLTGG-122,1.001E+12,192.168.203.11,4613563,1,-999999,-104.9,-104.7,-106.5,-107.3,14.1,12.4,11.5,12.4,-9.8,-9.5,-9.6,-9.7,-71,,,,,195
107706,CPE12000SG,TLR001052332,6/26/22 3:00,107706,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
107747,CPE12300,21140003126,6/26/22 4:00,107747,CPE12300HG,1.001E+12,192.168.203.44,4611046,1,6.6,-101.1,-102.1,-99.1,-103.2,23.6,22.4,24.1,21.7,-14,-13.1,-13.1,-14.2,-67,-67.1,-69,-66,-69.2,371
107736,CPE12000SG,TLR001052293,6/26/22 4:00,107736,WLTGG-122,1.001E+12,192.168.203.40,900358,2,-999999,-82.8,-81.4,-81.6,-84,21.3,23.1,24.2,22.5,-9.1,-9.3,-9.2,-9.1,-52,,,,,488
107737,CPE12000SG,TLR001052354,6/26/22 4:00,107737,WLTGG-122,1.001E+12,192.168.203.22,4588488,3,6.7,-100.2,-101.7,-96.2,-95.5,18.4,15,19.3,23.6,-9.4,-9.3,-8.9,-8.9,-67,,,,,371
107738,CPE12000SG,TLR001062295,6/26/22 4:00,107738,WLTGG-122,1.001E+12,192.168.203.26,4588489,3,7.5,-102.7,-95.7,-98.9,-106.4,16.6,15.1,17.7,12.4,-9,-8.9,-9.1,-9.2,-68,,,,,488
107739,CPE12000SG,TLR001052770,6/26/22 4:00,107739,WLTGG-122,1.001E+12,192.168.203.43,4377647,2,2.4,-104.1,-98.4,-95.9,-97.2,15.5,18.1,18.6,20.3,-9.8,-9.6,-9.6,-9.6,-66,,,,,605
107740,CPE12000SG,TLR001052550,6/26/22 4:00,107740,WLTGG-122,1.001E+12,192.168.203.35,4588488,2,-999999,-112,-111.9,-105.3,-109.5,11.9,10.1,16.2,11.6,-10,-10.8,-9.6,-10.1,-77,,,,,488
107746,CPE12000SG,TLR001062014,6/26/22 4:00,107746,WLTGG-122,1.001E+12,192.168.203.39,136826,2,8.2,-97.2,-98.3,-90.3,-92,18.1,15.8,22.6,22.8,-9.5,-9.9,-9.7,-9.2,-61,,,,,605
107745,CPE12000SG,TLR001052983,6/26/22 4:00,107745,WLTGG-122,1.001E+12,192.168.203.27,723473,1,-999999,-87.9,-91.5,-90.3,-87.9,16.2,14.7,16.3,17,-10.6,-11.5,-11.8,-10.7,-58,,,,,195
107744,CPE12000SG,TLR001052332,6/26/22 4:00,107744,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
107773,CPE12000SG,TLR001023730,6/26/22 4:00,107773,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
107772,CPE12300,21140000512,6/26/22 4:00,107772,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
107743,CPE12000SG,TLR001048674,6/26/22 4:00,107743,WLTGG-122,1.001E+12,192.168.203.11,4617162,1,-999999,-100.8,-101.6,-98.7,-100,17.8,16.7,19.5,18.8,-9.7,-9.8,-8.7,-9,-69,,,,,195
107771,CPE12000SG,TLR001052745,6/26/22 4:00,107771,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
107770,CPE12000SG,TLR001023657,6/26/22 4:00,107770,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
107742,CPE12000SG,TLR001052820,6/26/22 4:00,107742,WLTGG-122,1.001E+12,192.168.203.46,4588489,2,6.6,-97.7,-93,-93.3,-94.4,10.6,16.6,16.1,13.9,-10.7,-10,-9.9,-10.1,-63,,,,,371
107769,CPE12000SG,TLR001024874,6/26/22 4:00,107769,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
107768,CPE12000SG,TLR001052382,6/26/22 4:00,107768,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
107767,CPE12000SG,TLR001021226,6/26/22 4:00,107767,WLTGG-122,1.001E+12,192.168.203.13,,2,,,,,,,,,,,,,,,,,,,605
107741,CPE12000SG,TLR001052420,6/26/22 4:00,107741,WLTGG-122,1.001E+12,192.168.203.23,204405,1,6.6,-103.7,-104,-100.4,-102.3,22.4,22.4,24.9,24.2,-9.2,-9.1,-8.9,-9,-70,,,,,605
107766,CPE12000SG,TLR001024748,6/26/22 4:00,107766,WLTGG-122,1.001E+12,192.168.203.12,231377,2,13.8,-109.2,-113.6,-108.6,-112,16.8,12.7,15.2,14.1,-13.3,-13.1,-13,-12.9,-79,,,,,605
107765,CPE12000SG,TLR001023697,6/26/22 4:00,107765,WLTGG-122,1.001E+12,192.168.203.10,4588488,2,7.4,-99.1,-98,-100.3,-107,21.3,22.9,16.5,14.1,-9.2,-9.1,-9.6,-9.6,-69,,,,,605
107764,CPE12000SG,TLR001061822,6/26/22 4:00,107764,WLTGG-122,1.001E+12,192.168.203.36,4006307,2,-999999,-81.4,-80.7,-82,-84.4,19.7,22.3,22.3,19.4,-9.4,-9.5,-9.4,-9.4,-52,,,,,605
107763,CPE12000SG,TLR001052281,6/26/22 4:00,107763,WLTGG-122,1.001E+12,192.168.203.25,2464103,1,-7.1,-83.7,-80.1,-83.1,-85.6,25.3,24.5,21.8,23.4,-9,-9.4,-9.3,-8.9,-50,,,,,371
