productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,mean_AvgRsrp,sinr0,sinr1,sinr2,sinr3,mean_AvgSinr,rsrq,rsrq1,rsrq2,rsrq3,mean_AvgRsrq,rssi,rssi0,rssi1,rssi2,rssi3,mean_AvgRssi,distance
CPE12000SG,TLR001052985,9/11/2022 3:00,177606,WLTGG-122,1000000000000.0,192.168.203.38,2822754,1.0,9.6,-111.1,-107.8,-104.6,-109.4,-108.225,15.5,16.4,17.4,15.0,16.075,-9.4,-9.3,-9.3,-9.7,-9.425,-76.0,,,,,-76.0,195.0
CPE12000SG,TLR001024748,9/11/2022 3:00,177603,WLTGG-122,1000000000000.0,192.168.203.12,375513,2.0,-999999.0,-116.0,-107.6,-107.6,-108.1,-109.825,9.6,17.4,14.1,15.8,14.225,-10.6,-9.8,-9.6,-9.6,-9.9,-78.0,,,,,-78.0,605.0
CPE12000SG,TLR001023697,9/11/2022 3:00,177608,WLTGG-122,1000000000000.0,192.168.203.10,2913893,2.0,-999999.0,-97.8,-96.6,-97.8,-103.2,-98.85,22.3,23.4,19.1,16.0,20.2,-9.3,-9.5,-9.6,-9.6,-9.5,-67.0,,,,,-67.0,605.0
CPE12000SG,TLR001025025,9/11/2022 3:00,177600,WLTGG-122,1000000000000.0,192.168.203.14,3776203,1.0,-999999.0,-93.3,-90.8,-89.6,-91.7,-91.35,25.6,26.0,26.2,24.6,25.6,-9.0,-9.1,-8.9,-9.1,-9.025,-60.0,,,,,-60.0,371.0
CPE12000SG,TLR001052354,9/11/2022 3:00,177599,WLTGG-122,1000000000000.0,192.168.203.22,2913892,3.0,10.2,-97.6,-95.6,-97.4,-94.2,-96.2,19.8,21.8,20.0,25.4,21.75,-9.1,-8.9,-8.9,-9.1,-9.0,-65.0,,,,,-65.0,605.0
CPE12000SG,TLR001024549,9/11/2022 3:00,177617,WLTGG-122,1000000000000.0,192.168.203.19,11266364,1.0,-1.1,-91.0,-95.0,-93.0,-94.8,-93.45,19.1,17.6,18.9,20.0,18.9,-9.1,-9.0,-9.3,-9.1,-9.125,-62.0,,,,,-62.0,195.0
CPE12300,21140007371,9/11/2022 3:00,177615,CPE12300XG,1000000000000.0,192.168.203.33,396875,1.0,8.7,-108.7,-110.3,0.0,0.0,-109.5,13.9,9.3,0.0,0.0,11.6,-9.8,-10.0,0.0,0.0,-9.9,-79.0,-79.9,-80.3,0.0,0.0,-79.73333333,488.0
CPE12000SG,TLR001062014,9/11/2022 3:00,177614,WLTGG-122,1000000000000.0,192.168.203.39,401940,2.0,-999999.0,-88.3,-86.5,-86.1,-87.5,-87.1,18.5,17.7,17.7,19.4,18.325,-9.2,-9.9,-9.8,-9.2,-9.525,-57.0,,,,,-57.0,605.0
CPE12000SG,TLR001052247,9/11/2022 3:00,177598,WLTGG-122,1000000000000.0,192.168.203.28,11266364,2.0,6.9,-91.9,-90.6,-93.0,-95.9,-92.85,18.3,18.7,18.6,17.9,18.375,-9.1,-9.5,-9.6,-9.5,-9.425,-61.0,,,,,-61.0,78.0
CPE12000SG,TLR001021183,9/11/2022 3:00,177589,WLTGG-122,1000000000000.0,192.168.203.16,32965,2.0,-999999.0,-114.3,-105.1,-107.7,-107.9,-108.75,8.4,16.9,15.1,15.4,13.95,-10.9,-9.7,-9.8,-9.4,-9.95,-76.0,,,,,-76.0,605.0
CPE12000SG,TLR001061822,9/11/2022 3:00,177612,WLTGG-122,1000000000000.0,192.168.203.36,641757,2.0,-0.5,-83.3,-82.5,-83.2,-84.8,-83.45,19.0,22.0,20.6,18.6,20.05,-9.2,-9.6,-9.6,-9.3,-9.425,-53.0,,,,,-53.0,605.0
CPE12000SG,TLR001061848,9/11/2022 3:00,177590,WLTGG-122,1000000000000.0,192.168.203.37,10655501,2.0,-999999.0,-82.1,-78.8,-76.0,-77.8,-78.675,17.6,20.7,23.0,19.8,20.275,-9.3,-9.6,-9.5,-9.1,-9.375,-47.0,,,,,-47.0,605.0
CPE9000,GMK180819003927,9/11/2022 3:00,177591,WLTMS-110,1000000000000.0,192.168.203.47,1423008,2.0,9.0,-101.0,-102.0,,,-101.5,16.0,14.0,,,15.0,-9.0,,,,-9.0,,,,,,,605.0
CPE12000SG,TLR001062295,9/11/2022 3:00,177592,WLTGG-122,1000000000000.0,192.168.203.26,2913894,3.0,-999999.0,-98.6,-98.5,-98.2,-100.9,-99.05,17.2,15.3,13.2,12.7,14.6,-9.0,-8.8,-9.4,-9.7,-9.225,-69.0,,,,,-69.0,605.0
CPE12300,21140003126,9/11/2022 3:00,177595,CPE12300HG,1000000000000.0,192.168.203.44,1424828,2.0,18.9,-114.8,-124.4,-121.2,-118.3,-119.675,7.9,2.7,3.1,7.9,5.4,-10.4,-13.8,-11.6,-11.1,-11.725,-85.0,-88.9,-91.7,-89.9,-87.5,-88.6,371.0
CPE12000SG,TLR001052550,9/11/2022 3:00,177609,WLTGG-122,1000000000000.0,192.168.203.35,2448944,2.0,9.8,-105.0,-102.0,-100.5,-101.2,-102.175,20.1,20.5,20.4,20.9,20.475,-9.1,-9.7,-9.7,-9.2,-9.425,-71.0,,,,,-71.0,488.0
CPE12000SG,TLR001052820,9/11/2022 3:00,177610,WLTGG-122,1000000000000.0,192.168.203.46,2911144,2.0,7.4,-97.9,-93.9,-92.4,-94.6,-94.7,10.4,15.2,16.8,14.8,14.3,-10.8,-9.9,-9.5,-9.6,-9.95,-63.0,,,,,-63.0,371.0
CPE12000SG,TLR001048674,9/11/2022 3:00,177611,WLTGG-122,1000000000000.0,192.168.203.11,11266363,1.0,-999999.0,-105.4,-104.4,-102.2,-105.6,-104.4,10.6,12.6,15.2,14.2,13.15,-9.3,-9.4,-9.9,-9.8,-9.6,-73.0,,,,,-73.0,195.0
CPE12000SG,TLR001052281,9/11/2022 3:00,177604,WLTGG-122,1000000000000.0,192.168.203.25,723684,1.0,-7.1,-83.0,-80.0,-83.0,-85.9,-82.975,24.4,23.1,20.8,22.5,22.7,-8.8,-9.1,-9.2,-8.5,-8.9,-51.0,,,,,-51.0,371.0
CPE12000SG,TLR001052420,9/11/2022 3:00,177593,WLTGG-122,1000000000000.0,192.168.203.23,1075205,1.0,2.9,-97.1,-97.1,-95.9,-99.1,-97.3,24.4,24.2,24.5,24.8,24.475,-8.8,-8.9,-8.9,-8.8,-8.85,-66.0,,,,,-66.0,605.0
CPE12000SG,TLR001052312,9/11/2022 3:00,177602,WLTGG-122,1000000000000.0,192.168.203.24,25965,2.0,13.8,-109.7,-114.9,-110.5,-111.0,-111.525,17.7,12.8,13.9,15.9,15.075,-9.3,-9.8,-9.7,-9.4,-9.55,-79.0,,,,,-79.0,605.0
CPE12000SG,TLR001021226,9/11/2022 3:00,177605,WLTGG-122,1000000000000.0,192.168.203.13,5647306,2.0,21.1,-110.4,-117.1,-108.0,-113.2,-112.175,16.9,10.4,17.8,14.5,14.9,-9.4,-10.3,-9.3,-9.3,-9.575,-80.0,,,,,-80.0,605.0
CPE12000SG,TLR001052293,9/11/2022 3:00,177613,WLTGG-122,1000000000000.0,192.168.203.40,4896097,2.0,-3.5,-82.8,-80.7,-79.8,-83.3,-81.65,19.3,21.6,23.7,21.3,21.475,-9.1,-9.5,-9.4,-9.2,-9.3,-51.0,,,,,-51.0,605.0
CPE12000SG,TLR001023930,9/11/2022 3:00,177587,WLTGG-122,1000000000000.0,192.168.203.18,11260841,2.0,6.2,-96.8,-95.5,-94.4,-98.5,-96.3,19.4,20.5,20.9,19.0,19.95,-9.4,-9.6,-9.3,-9.4,-9.425,-65.0,,,,,-65.0,488.0
CPE12000SG,TLR001052687,9/11/2022 3:00,177588,WLTGG-122,1000000000000.0,192.168.203.34,11260842,1.0,2.9,-95.9,-97.7,-94.0,-93.6,-95.3,21.4,17.9,21.3,25.7,21.575,-9.4,-8.7,-8.3,-9.4,-8.95,-64.0,,,,,-64.0,371.0
CPE12000SG,TLR001024707,9/11/2022 3:00,177607,WLTGG-122,1000000000000.0,192.168.203.17,5782255,1.0,-999999.0,-103.6,-104.1,-103.5,-104.8,-104.0,22.1,21.1,20.2,18.9,20.575,-9.1,-9.4,-9.5,-9.4,-9.35,-74.0,,,,,-74.0,371.0
CPE12000SG,TLR001023697,9/11/2022 4:00,177646,WLTGG-122,1000000000000.0,192.168.203.10,2917492,2.0,7.4,-97.3,-95.6,-98.7,-103.3,-98.725,23.0,24.3,18.4,15.9,20.4,-9.0,-9.3,-9.5,-9.3,-9.275,-67.0,,,,,-67.0,605.0
CPE12000SG,TLR001052354,9/11/2022 4:00,177637,WLTGG-122,1000000000000.0,192.168.203.22,2917492,3.0,7.5,-98.3,-96.8,-97.5,-95.1,-96.925,20.0,21.1,19.5,24.9,21.375,-9.2,-9.1,-9.0,-9.1,-9.1,-66.0,,,,,-66.0,605.0
CPE12000SG,TLR001052550,9/11/2022 4:00,177647,WLTGG-122,1000000000000.0,192.168.203.35,2452543,2.0,12.8,-105.4,-99.7,-99.0,-101.0,-101.275,19.1,22.8,22.3,21.4,21.4,-9.6,-9.9,-9.9,-9.6,-9.75,-69.0,,,,,-69.0,488.0
CPE12000SG,TLR001052820,9/11/2022 4:00,177648,WLTGG-122,1000000000000.0,192.168.203.46,2914743,2.0,6.9,-97.4,-93.2,-92.3,-94.6,-94.375,10.8,15.8,16.3,14.2,14.275,-10.4,-10.0,-9.7,-9.7,-9.95,-63.0,,,,,-63.0,371.0
CPE12000SG,TLR001048674,9/11/2022 4:00,177649,WLTGG-122,1000000000000.0,192.168.203.11,11269963,1.0,6.6,-99.8,-102.6,-104.8,-105.1,-103.075,19.1,15.9,12.7,14.4,15.525,-8.4,-9.3,-9.8,-9.7,-9.3,-73.0,,,,,-73.0,195.0
CPE12000SG,TLR001062014,9/11/2022 4:00,177652,WLTGG-122,1000000000000.0,192.168.203.39,405540,2.0,2.9,-88.4,-86.6,-86.3,-87.6,-87.225,18.4,17.8,17.6,19.2,18.25,-9.1,-9.8,-9.8,-9.1,-9.45,-57.0,,,,,-57.0,605.0
CPE12000SG,TLR001052293,9/11/2022 4:00,177651,WLTGG-122,1000000000000.0,192.168.203.40,4899696,2.0,-2.5,-82.8,-80.6,-79.8,-83.3,-81.625,19.3,21.6,23.4,21.2,21.375,-9.3,-9.5,-9.4,-9.2,-9.35,-51.0,,,,,-51.0,605.0
CPE12000SG,TLR001052985,9/11/2022 4:00,177644,WLTGG-122,1000000000000.0,192.168.203.38,2826353,1.0,-999999.0,-112.2,-108.6,-105.8,-109.6,-109.05,14.8,15.8,17.0,15.1,15.675,-9.1,-9.6,-9.4,-9.7,-9.45,-76.0,,,,,-76.0,195.0
CPE12000SG,TLR001052420,9/11/2022 4:00,177630,WLTGG-122,1000000000000.0,192.168.203.23,1078804,1.0,-999999.0,-96.9,-96.9,-96.4,-99.0,-97.3,24.5,24.3,24.3,24.9,24.5,-8.8,-8.8,-8.9,-8.8,-8.825,-68.0,,,,,-68.0,605.0
CPE9000,GMK180819003927,9/11/2022 4:00,177628,WLTMS-110,1000000000000.0,192.168.203.47,1426607,2.0,9.0,-102.0,-102.0,,,-102.0,16.0,15.0,,,15.5,-9.0,,,,-9.0,,,,,,,605.0
CPE12000SG,TLR001061822,9/11/2022 4:00,177650,WLTGG-122,1000000000000.0,192.168.203.36,645357,2.0,-1.1,-83.2,-82.4,-83.2,-84.7,-83.375,19.2,22.2,20.8,18.8,20.25,-9.3,-9.6,-9.5,-9.2,-9.4,-53.0,,,,,-53.0,605.0
CPE12000SG,TLR001024707,9/11/2022 4:00,177645,WLTGG-122,1000000000000.0,192.168.203.17,5785855,1.0,-999999.0,-101.7,-99.4,-103.1,-108.5,-103.175,24.1,24.8,18.7,16.8,21.1,-8.9,-9.1,-9.1,-9.1,-9.05,-69.0,,,,,-69.0,371.0
CPE12000SG,TLR001052687,9/11/2022 4:00,177625,WLTGG-122,1000000000000.0,192.168.203.34,11264441,1.0,3.9,-95.7,-97.0,-93.5,-92.9,-94.775,21.3,18.2,21.3,25.6,21.6,-9.2,-8.4,-8.3,-9.4,-8.825,-62.0,,,,,-62.0,371.0
CPE12000SG,TLR001052281,9/11/2022 4:00,177642,WLTGG-122,1000000000000.0,192.168.203.25,727284,1.0,-7.1,-83.2,-79.9,-82.6,-85.6,-82.825,24.3,23.1,21.2,22.5,22.775,-8.8,-9.1,-9.1,-8.8,-8.95,-51.0,,,,,-51.0,371.0
CPE12000SG,TLR001024748,9/11/2022 4:00,177641,WLTGG-122,1000000000000.0,192.168.203.12,379112,2.0,-999999.0,-110.4,-107.7,-105.9,-106.5,-107.625,15.5,17.2,14.9,17.9,16.375,-10.0,-10.1,-10.2,-10.1,-10.1,-76.0,,,,,-76.0,605.0
CPE12000SG,TLR001052312,9/11/2022 4:00,177640,WLTGG-122,1000000000000.0,192.168.203.24,29565,2.0,15.8,-116.5,-114.2,-110.8,-114.8,-114.075,11.4,12.9,13.0,10.9,12.05,-9.6,-9.6,-9.8,-10.1,-9.775,-83.0,,,,,-83.0,605.0
CPE12000SG,TLR001023930,9/11/2022 4:00,177624,WLTGG-122,1000000000000.0,192.168.203.18,11264440,2.0,-999999.0,-96.2,-94.7,-94.1,-97.8,-95.7,19.7,20.6,21.0,19.0,20.075,-9.5,-9.7,-9.5,-9.4,-9.525,-65.0,,,,,-65.0,488.0
CPE12000SG,TLR001025025,9/11/2022 4:00,177638,WLTGG-122,1000000000000.0,192.168.203.14,3779802,1.0,-999999.0,-92.7,-93.7,-90.9,-92.8,-92.525,26.4,24.4,26.5,25.2,25.625,-8.9,-9.0,-9.0,-9.1,-9.0,-61.0,,,,,-61.0,371.0
CPE12000SG,TLR001021183,9/11/2022 4:00,177626,WLTGG-122,1000000000000.0,192.168.203.16,36564,2.0,-999999.0,-114.7,-105.1,-107.2,-108.4,-108.85,7.6,15.8,15.0,12.7,12.775,-10.9,-9.7,-9.8,-9.9,-10.075,-76.0,,,,,-76.0,605.0
CPE12300,21140007371,9/11/2022 4:00,177653,CPE12300XG,1000000000000.0,192.168.203.33,400475,1.0,7.2,-109.0,-110.0,0.0,0.0,-109.5,14.8,10.3,0.0,0.0,12.55,-9.8,-10.0,0.0,0.0,-9.9,-80.0,-78.7,-79.7,0.0,0.0,-79.46666667,488.0
CPE12000SG,TLR001061848,9/11/2022 4:00,177627,WLTGG-122,1000000000000.0,192.168.203.37,10659101,2.0,-4.5,-82.0,-78.7,-76.0,-77.8,-78.625,17.6,20.8,22.9,19.7,20.25,-9.2,-9.5,-9.5,-9.1,-9.325,-47.0,,,,,-47.0,605.0
CPE12300,21140003126,9/11/2022 4:00,177632,CPE12300HG,1000000000000.0,192.168.203.44,1428427,2.0,17.2,-119.9,-125.5,-121.8,-118.0,-121.3,7.4,1.0,4.3,9.0,5.425,-11.0,-14.2,-12.1,-10.8,-12.025,-88.0,-89.2,-92.2,-90.0,-87.3,-89.34,371.0
CPE12000SG,TLR001052247,9/11/2022 4:00,177636,WLTGG-122,1000000000000.0,192.168.203.28,11269963,2.0,5.9,-91.9,-90.4,-93.1,-96.5,-92.975,18.2,18.6,16.9,15.9,17.4,-9.2,-9.5,-9.6,-9.4,-9.425,-61.0,,,,,-61.0,78.0
CPE12000SG,TLR001023730,9/11/2022 4:00,177635,WLTGG-122,1000000000000.0,192.168.203.21,17730,1.0,-999999.0,-107.7,-109.9,-110.3,-112.5,-110.1,18.2,16.5,15.4,15.1,16.3,-9.5,-9.4,-9.6,-9.0,-9.375,-78.0,,,,,-78.0,371.0
CPE12000SG,TLR001062295,9/11/2022 4:00,177629,WLTGG-122,1000000000000.0,192.168.203.26,2917493,3.0,7.7,-97.2,-97.2,-96.8,-100.1,-97.825,19.1,13.9,15.0,13.6,15.4,-9.0,-8.6,-9.3,-9.4,-9.075,-67.0,,,,,-67.0,605.0
CPE12000SG,TLR001024549,9/11/2022 4:00,177655,WLTGG-122,1000000000000.0,192.168.203.19,11269963,1.0,-999999.0,-90.3,-95.3,-91.8,-93.6,-92.75,20.2,17.3,20.6,21.2,19.825,-9.1,-9.2,-9.1,-8.9,-9.075,-62.0,,,,,-62.0,195.0
CPE12000SG,TLR001021226,9/11/2022 4:00,177643,WLTGG-122,1000000000000.0,192.168.203.13,5650907,2.0,22.2,-115.1,-116.2,-107.7,-110.1,-112.275,13.9,11.7,18.5,16.5,15.15,-9.2,-9.6,-9.2,-9.1,-9.275,-80.0,,,,,-80.0,605.0
CPE9000,GMK180819003927,9/11/2022 5:00,177665,WLTMS-110,1000000000000.0,192.168.203.47,1430207,2.0,8.0,-101.0,-102.0,,,-101.5,15.0,14.0,,,14.5,-10.0,,,,-10.0,,,,,,,605.0
CPE12000SG,TLR001052820,9/11/2022 5:00,177685,WLTGG-122,1000000000000.0,192.168.203.46,2918343,2.0,7.4,-95.2,-91.7,-90.2,-92.3,-92.35,13.4,17.6,18.4,16.6,16.5,-9.8,-9.8,-9.7,-9.3,-9.65,-60.0,,,,,-60.0,371.0
CPE12000SG,TLR001052550,9/11/2022 5:00,177684,WLTGG-122,1000000000000.0,192.168.203.35,2456143,2.0,10.7,-103.9,-100.5,-100.0,-101.2,-101.4,20.4,22.2,21.3,20.7,21.15,-9.4,-9.7,-9.7,-9.2,-9.5,-70.0,,,,,-70.0,488.0
CPE12000SG,TLR001023697,9/11/2022 5:00,177683,WLTGG-122,1000000000000.0,192.168.203.10,2921092,2.0,-999999.0,-97.4,-96.3,-97.6,-103.0,-98.575,22.7,23.5,19.1,15.9,20.3,-9.3,-9.4,-9.4,-9.5,-9.4,-67.0,,,,,-67.0,605.0
CPE12000SG,TLR001024707,9/11/2022 5:00,177682,WLTGG-122,1000000000000.0,192.168.203.17,5789455,1.0,-999999.0,-102.6,-99.5,-102.8,-109.1,-103.5,22.6,24.1,18.5,15.6,20.2,-13.0,-12.3,-12.9,-13.5,-12.925,-71.0,,,,,-71.0,371.0
CPE12000SG,TLR001052281,9/11/2022 5:00,177679,WLTGG-122,1000000000000.0,192.168.203.25,730884,1.0,-9.1,-83.0,-80.1,-82.3,-84.7,-82.525,24.7,23.2,21.4,23.4,23.175,-8.7,-9.0,-9.1,-8.6,-8.85,-51.0,,,,,-51.0,371.0
CPE12000SG,TLR001061822,9/11/2022 5:00,177687,WLTGG-122,1000000000000.0,192.168.203.36,648957,2.0,-0.1,-83.4,-82.6,-83.3,-85.2,-83.625,19.0,21.9,20.8,18.2,19.975,-9.1,-9.5,-9.4,-9.1,-9.275,-53.0,,,,,-53.0,605.0
CPE12300,21140007371,9/11/2022 5:00,177690,CPE12300XG,1000000000000.0,192.168.203.33,404075,1.0,8.2,-110.3,-111.3,0.0,0.0,-110.8,14.0,9.1,0.0,0.0,11.55,-10.1,-10.3,0.0,0.0,-10.2,-80.0,-80.3,-81.2,0.0,0.0,-80.5,488.0
CPE12000SG,TLR001062014,9/11/2022 5:00,177689,WLTGG-122,1000000000000.0,192.168.203.39,409140,2.0,2.9,-88.0,-86.4,-85.9,-87.6,-86.975,18.7,17.8,18.0,19.6,18.525,-9.3,-10.0,-9.9,-9.3,-9.625,-56.0,,,,,-56.0,605.0
CPE12000SG,TLR001023730,9/11/2022 5:00,177672,WLTGG-122,1000000000000.0,192.168.203.21,21330,1.0,-999999.0,-108.5,-112.3,-110.0,-116.0,-111.7,17.7,14.4,15.5,12.1,14.925,-9.5,-9.3,-9.7,-9.8,-9.575,-79.0,,,,,-79.0,195.0
CPE12000SG,TLR001048674,9/11/2022 5:00,177686,WLTGG-122,1000000000000.0,192.168.203.11,11273563,1.0,9.4,-106.2,-103.7,-97.4,-101.3,-102.15,9.1,13.4,19.6,17.3,14.85,-10.1,-9.1,-9.4,-9.3,-9.475,-68.0,,,,,-68.0,195.0
CPE12000SG,TLR001052985,9/11/2022 5:00,177681,WLTGG-122,1000000000000.0,192.168.203.38,2829953,1.0,-999999.0,-108.6,-111.0,-106.2,-108.3,-108.525,17.8,14.3,17.4,16.4,16.475,-9.3,-9.5,-9.4,-9.7,-9.475,-72.0,,,,,-72.0,195.0
CPE12000SG,TLR001024748,9/11/2022 5:00,177678,WLTGG-122,1000000000000.0,192.168.203.12,382713,2.0,-999999.0,-113.5,-106.0,-105.7,-108.8,-108.5,12.9,19.0,15.4,15.1,15.6,-10.8,-10.0,-9.8,-9.8,-10.1,-76.0,,,,,-76.0,605.0
CPE12000SG,TLR001021183,9/11/2022 5:00,177663,WLTGG-122,1000000000000.0,192.168.203.16,40164,2.0,-999999.0,-114.5,-105.3,-106.8,-107.1,-108.425,8.2,16.6,16.4,16.2,14.35,-10.9,-9.8,-9.7,-9.4,-9.95,-73.0,,,,,-73.0,605.0
CPE12000SG,TLR001052354,9/11/2022 5:00,177674,WLTGG-122,1000000000000.0,192.168.203.22,2921092,3.0,6.4,-98.3,-95.5,-98.9,-94.3,-96.75,19.2,22.1,17.3,25.8,21.1,-9.3,-8.9,-9.0,-9.0,-9.05,-66.0,,,,,-66.0,605.0
CPE12000SG,TLR001052247,9/11/2022 5:00,177673,WLTGG-122,1000000000000.0,192.168.203.28,11273563,2.0,-999999.0,-92.0,-90.5,-93.0,-96.1,-92.9,17.2,17.8,16.1,15.3,16.6,-9.0,-9.5,-9.5,-9.4,-9.35,-61.0,,,,,-61.0,78.0
CPE12300,21140003126,9/11/2022 5:00,177669,CPE12300HG,1000000000000.0,192.168.203.44,1432029,2.0,23.0,-119.9,-125.3,-122.0,-117.9,-121.275,7.2,1.7,5.4,9.0,5.825,-10.9,-13.4,-11.4,-10.6,-11.575,-88.0,-87.7,-91.6,-89.3,-85.5,-88.42,371.0
CPE12000SG,TLR001052687,9/11/2022 5:00,177662,WLTGG-122,1000000000000.0,192.168.203.34,11268041,1.0,4.9,-95.7,-96.8,-94.6,-94.1,-95.3,21.7,19.0,19.6,24.8,21.275,-9.2,-8.5,-8.6,-9.4,-8.925,-65.0,,,,,-65.0,371.0
CPE12000SG,TLR001023930,9/11/2022 5:00,177661,WLTGG-122,1000000000000.0,192.168.203.18,11268040,2.0,-999999.0,-95.9,-95.5,-94.8,-97.8,-96.0,20.1,20.5,19.8,18.7,19.775,-9.4,-9.7,-9.5,-9.4,-9.5,-66.0,,,,,-66.0,488.0
CPE12000SG,TLR001052420,9/11/2022 5:00,177667,WLTGG-122,1000000000000.0,192.168.203.23,1082404,1.0,1.9,-96.6,-96.6,-96.8,-99.7,-97.425,24.9,24.7,24.2,24.5,24.575,-8.9,-8.9,-8.8,-8.8,-8.85,-68.0,,,,,-68.0,605.0
CPE12000SG,TLR001024549,9/11/2022 5:00,177692,WLTGG-122,1000000000000.0,192.168.203.19,11273563,1.0,-999999.0,-90.7,-95.3,-93.0,-94.9,-93.475,20.2,17.3,18.6,19.1,18.8,-9.0,-9.1,-9.2,-9.2,-9.125,-62.0,,,,,-62.0,195.0
CPE12000SG,TLR001025025,9/11/2022 5:00,177675,WLTGG-122,1000000000000.0,192.168.203.14,3783402,1.0,-3.1,-90.9,-93.1,-91.6,-92.8,-92.1,27.6,24.3,25.0,23.9,25.2,-8.9,-9.0,-9.0,-9.0,-8.975,-62.0,,,,,-62.0,371.0
CPE12000SG,TLR001062295,9/11/2022 5:00,177666,WLTGG-122,1000000000000.0,192.168.203.26,2921093,3.0,-999999.0,-103.9,-97.5,-96.2,-103.3,-100.225,17.1,19.2,20.6,16.7,18.4,-8.9,-8.9,-9.1,-9.5,-9.1,-66.0,,,,,-66.0,605.0
CPE12000SG,TLR001061848,9/11/2022 5:00,177664,WLTGG-122,1000000000000.0,192.168.203.37,10662701,2.0,-3.5,-81.9,-78.9,-75.9,-77.8,-78.625,17.8,20.6,22.9,19.7,20.25,-9.1,-9.6,-9.5,-9.1,-9.325,-46.0,,,,,-46.0,605.0
CPE12000SG,TLR001052293,9/11/2022 5:00,177688,WLTGG-122,1000000000000.0,192.168.203.40,4903296,2.0,-999999.0,-82.4,-80.8,-80.2,-83.5,-81.725,20.0,21.7,23.0,21.2,21.475,-9.2,-9.5,-9.3,-9.0,-9.25,-51.0,,,,,-51.0,605.0
CPE12000SG,TLR001052312,9/11/2022 5:00,177677,WLTGG-122,1000000000000.0,192.168.203.24,33165,2.0,20.2,-114.1,-116.2,-111.2,-111.7,-113.3,14.1,12.0,14.0,14.9,13.75,-9.6,-9.8,-9.6,-9.3,-9.575,-82.0,,,,,-82.0,605.0
CPE12000SG,TLR001023697,9/11/2022 6:00,177720,WLTGG-122,1000000000000.0,192.168.203.10,2924692,2.0,8.7,-97.7,-96.3,-97.5,-103.2,-98.675,22.7,24.0,19.1,16.0,20.45,-9.2,-9.3,-9.3,-9.3,-9.275,-67.0,,,,,-67.0,605.0
CPE12000SG,TLR001024707,9/11/2022 6:00,177719,WLTGG-122,1000000000000.0,192.168.203.17,5793055,1.0,-999999.0,-100.5,-98.6,-100.8,-106.3,-101.55,24.9,26.3,20.4,18.2,22.45,-8.9,-9.1,-9.0,-9.1,-9.025,-70.0,,,,,-70.0,371.0
CPE12000SG,TLR001021226,9/11/2022 6:00,177717,WLTGG-122,1000000000000.0,192.168.203.13,5658106,2.0,23.0,-109.9,-118.8,-110.5,-113.1,-113.075,17.0,8.4,15.7,14.8,13.975,-9.4,-10.5,-9.2,-9.1,-9.55,-81.0,,,,,-81.0,605.0
CPE12000SG,TLR001052687,9/11/2022 6:00,177699,WLTGG-122,1000000000000.0,192.168.203.34,11271641,1.0,2.9,-95.8,-97.2,-94.0,-93.5,-95.125,21.7,18.6,21.2,26.1,21.9,-9.5,-8.7,-8.7,-9.6,-9.125,-63.0,,,,,-63.0,371.0
CPE12000SG,TLR001025025,9/11/2022 6:00,177712,WLTGG-122,1000000000000.0,192.168.203.14,3787002,1.0,-1.1,-93.2,-95.9,-90.0,-91.7,-92.7,25.0,22.6,26.3,24.8,24.675,-8.9,-8.9,-8.9,-9.0,-8.925,-59.0,,,,,-59.0,371.0
CPE12000SG,TLR001024748,9/11/2022 6:00,177715,WLTGG-122,1000000000000.0,192.168.203.12,386313,2.0,-999999.0,-113.9,-107.4,-105.8,-108.1,-108.8,12.9,17.5,15.7,16.1,15.55,-9.7,-9.9,-9.4,-9.6,-9.65,-77.0,,,,,-77.0,605.0
CPE12000SG,TLR001052354,9/11/2022 6:00,177711,WLTGG-122,1000000000000.0,192.168.203.22,2924692,3.0,-999999.0,-98.3,-95.9,-97.1,-94.6,-96.475,14.4,16.7,10.9,17.6,14.9,-9.4,-8.9,-9.2,-9.1,-9.15,-66.0,,,,,-66.0,605.0
CPE12000SG,TLR001052247,9/11/2022 6:00,177710,WLTGG-122,1000000000000.0,192.168.203.28,11277163,2.0,5.9,-92.0,-90.4,-92.9,-96.4,-92.925,17.0,17.7,15.9,14.9,16.375,-9.2,-9.4,-9.5,-9.5,-9.4,-61.0,,,,,-61.0,78.0
CPE12000SG,TLR001052550,9/11/2022 6:00,177721,WLTGG-122,1000000000000.0,192.168.203.35,2459743,2.0,8.5,-104.2,-100.0,-99.7,-100.4,-101.075,20.7,22.4,21.5,21.2,21.45,-9.2,-9.7,-9.6,-9.1,-9.4,-69.0,,,,,-69.0,488.0
CPE12000SG,TLR001052281,9/11/2022 6:00,177716,WLTGG-122,1000000000000.0,192.168.203.25,734484,1.0,-9.1,-83.3,-80.6,-82.8,-85.6,-83.075,24.1,22.7,20.7,22.4,22.475,-8.7,-9.0,-9.1,-8.7,-8.875,-52.0,,,,,-52.0,371.0
CPE12000SG,TLR001052820,9/11/2022 6:00,177722,WLTGG-122,1000000000000.0,192.168.203.46,2921943,2.0,7.4,-98.2,-94.2,-92.4,-94.5,-94.825,10.0,15.0,16.4,14.5,13.975,-10.8,-10.3,-9.9,-9.8,-10.2,-63.0,,,,,-63.0,371.0
